unique_id,repo,key,scope,complexity,commit,date,message,_source_file,original_commit
jdk21u_4244cb0d9927bd2b6c565b10e6bd40be0c3c7843,jdk21u,4244cb0d9927bd2b6c565b10e6bd40be0c3c7843,S3,C3,4244cb0d9927bd2b6c565b10e6bd40be0c3c7843,2024-03-05 11:57:40+00:00,8306040: HttpResponseInputStream.available() returns 1 on empty stream,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,acaab6fd74f507bb6b18167505d88e505bdf24bd
jdk21u_309a16e6093fbcc0d856fcd1009808ddf52f1181,jdk21u,309a16e6093fbcc0d856fcd1009808ddf52f1181,S3,C3,309a16e6093fbcc0d856fcd1009808ddf52f1181,2024-01-18 03:49:26+00:00,8323659: LinkedTransferQueue add and put methods call overridable offer,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,ee4d9aa4c11c47e7cf15f2742919ac20311f9ea7
jdk21u_fcf9ebde634a7274fc110094f613e0c0af979893,jdk21u,fcf9ebde634a7274fc110094f613e0c0af979893,S3,C3,fcf9ebde634a7274fc110094f613e0c0af979893,2024-01-17 16:07:18+00:00,8319103: Popups that request focus are not shown on Linux with Wayland,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,f3ed27582e16c3a323f590863cbeec6d35e20b58
jdk21u_f57f2cbaa08e53a81a803bde982d912feea15515,jdk21u,f57f2cbaa08e53a81a803bde982d912feea15515,S3,C3,f57f2cbaa08e53a81a803bde982d912feea15515,2024-01-16 16:06:21+00:00,8321164: javac with annotation processor throws AssertionError: Filling jrt:/... during JarFileObject[/...],filtered\s3_newtests\jdk21u-dev_S3_patches.csv,03c4595173d564df97aa4f2b3156adcd4be379fa
jdk21u_a1d7bcfd0754ed2748d08a9d55f90a2d73f2a4af,jdk21u,a1d7bcfd0754ed2748d08a9d55f90a2d73f2a4af,S3,C3,a1d7bcfd0754ed2748d08a9d55f90a2d73f2a4af,2024-01-10 01:06:36+00:00,6928542: Chinese characters in RTF are not decoded,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,a26f7c03c72e4efe6d3219d294294c554aebc631
jdk21u_a85f3f8300245d97daee8f35f4ebdeb442fe1fdb,jdk21u,a85f3f8300245d97daee8f35f4ebdeb442fe1fdb,S3,C3,a85f3f8300245d97daee8f35f4ebdeb442fe1fdb,2024-01-08 12:08:42+00:00,8320145: Compiler should accept final variable in Record Pattern,filtered\s3_newtests\jdk21u-dev_S3_patches.csv,4ba94ef69ef2ee576c50bb6003a795746dcdf30d
jdk8u-dev_ddce2b5d39cb780c84d0c4d3bf01df2fe5d3d989,jdk8u-dev,ddce2b5d39cb780c84d0c4d3bf01df2fe5d3d989,S3,C5,ddce2b5d39cb780c84d0c4d3bf01df2fe5d3d989,2024-07-08 19:19:20+00:00,8299677: Formatter.format might take a long time to format an integer or floating-point,filtered\s3_newtests\jdk8u-dev_S3_patches.csv,33412c102ce799ff2de3512df77e6e07d76acd36
logstash_17522_8.x,logstash,17522_8.x,S3,C1,d0d3697f736074f981787a357d6aeb1d2f43dfcc,2025-04-09 17:00:16+00:00,setting: enforce non-nullable (restore 8.15.x behavior) (#17522) (#17526),filtered\s3_newtests\logstash_S3_patches.csv,712b37e1df333e8d156cb5d26fbc24aafcbfd2cd
sql_4618_2.19-dev,sql,4618_2.19-dev,S3,C4,d20b4dbbda99da816b27c065a29158ea3c2d243f,2025-11-04 05:45:08+00:00,[Backport 2.19-dev] Support serializing external OpenSearch UDFs at pushdown time (#4618) (#4725),filtered\s3_newtests\sql_S3_patches.csv,a003e8c7399b62ebc3a57c07bb98f11d843ceb82
sql_4690_2.19-dev,sql,4690_2.19-dev,S3,C3,ba5d3b1b9d5dc56ff337426d36af865c7d805fa4,2025-11-01 01:37:05+00:00,bin command error message enhancement (#4690) (#4712),filtered\s3_newtests\sql_S3_patches.csv,d1ffabd500e11730b982d53a29342e8953026724
sql_4246_2.19-dev,sql,4246_2.19-dev,S3,C5,ec5d429b881b3de8722bc0cb793d03cef1d4bbd6,2025-10-29 09:11:19+00:00,Support ISO8601-formatted string in PPL (#4246) (#4685),filtered\s3_newtests\sql_S3_patches.csv,42c13b40f2d3e8d7938e1ca95d9cc4fc74fbba5d
sql_4572_2.19-dev,sql,4572_2.19-dev,S3,C3,e7caf5909820b732b09a2576963945ec86eb29ef,2025-10-20 08:11:37+00:00,[Backport 2.19-dev] Fix push down failure for min/max on derived field (#4572) (#4601),filtered\s3_newtests\sql_S3_patches.csv,0257aa5d51f044f3287bbaffc83aa72f8960c57c
sql_4456_2.19-dev,sql,4456_2.19-dev,S3,C3,104f7f0ec0c80f9e5af1dac3c2806b965eadb906,2025-10-17 00:06:39+00:00,[Backport 2.19-dev] Support Regex for replace eval function (#4456) (#4592),filtered\s3_newtests\sql_S3_patches.csv,a8f08ad3e101e05aefecca4765d484d1992a12b3
sql_4546_2.19-dev,sql,4546_2.19-dev,S3,C5,480d0bee45121c6564705dacfb06c2ef15686f1d,2025-10-16 02:31:42+00:00,Fix sort push down into agg after project already pushed (#4546) (#4574),filtered\s3_newtests\sql_S3_patches.csv,5630119fd143915653de74b02f96d6d524909bbf
sql_4044_2.19-dev,sql,4044_2.19-dev,S3,C5,0591243c5ff276dd2bbd2b71c57b676e2b697ca3,2025-08-26 09:29:09+00:00,"Allow type checkering on nested & struct fields for isnull, isnotnull, and ispresent (#4044) (#4110)",filtered\s3_newtests\sql_S3_patches.csv,284ecc49f2a1a1428658a75d5ae4dc608476133b
sql_4055_2.19-dev,sql,4055_2.19-dev,S3,C3,f10ffd50a08f0b167b4d684798456bf7d0b419d9,2025-08-22 03:37:30+00:00,Filter expression with `OR isnull(x)` should be pushed down (#4055) (#4098),filtered\s3_newtests\sql_S3_patches.csv,fce8383d56444092eed01b01b889fc6e4be4e810
sql_3928_2.19-dev,sql,3928_2.19-dev,S3,C5,4bd23cfafcc13d92a798489658cd6319f4dc776e,2025-07-31 18:11:19+00:00,[Backport 2.19-dev] Byte number should treated as Long in doc values (#3928) (#3955),filtered\s3_newtests\sql_S3_patches.csv,9939fc98b6634296732db52462221b17d145a7c2
sql_3850_2.19-dev,sql,3850_2.19-dev,S3,C4,c2a2844f6a4baa54d89482fd725ca83e4e40202a,2025-07-21 18:42:18+00:00,Support partial filter push down (#3850) (#3899),filtered\s3_newtests\sql_S3_patches.csv,0b4423e9f3b50670af922a8608116d7182fd728f
sql_3821_2.19-dev,sql,3821_2.19-dev,S3,C5,fe5eb74fccc74ccf20bfd3507eb13ac8fa28c632,2025-07-15 06:36:07+00:00,[Backport 2.19-dev] Add compare_ip operator udfs (#3821) (#3874),filtered\s3_newtests\sql_S3_patches.csv,6c3efa1475f815fc9025a2e3c533b7b21d9ea8cf
sql_3840_2.19-dev,sql,3840_2.19-dev,S3,C3,52e5b9680551c1d09a17260b5283ed4bc8eba92f,2025-07-08 15:22:49+00:00,[Backport 2.19-dev] Support filter push down for Sarg value #3840 (#3847),filtered\s3_newtests\sql_S3_patches.csv,774a3a234e244c987ad967913a5027655c14ca8a
sql_3571_3.0,sql,3571_3.0,S3,C3,8647ec0f6e263fc607e2c9ed1965fcd4bbf9c3a9,2025-04-25 15:14:37+00:00,New added commands should throw exception when calcite disabled (#3571) (#3582),filtered\s3_newtests\sql_S3_patches.csv,69b9e82b35a8d2b856ec7c6ae7dd2487a8c16a3a
elasticsearch_123390_8.19,elasticsearch,123390_8.19,S3,C3,b25542fd147164cd0e89a803bbe49f865972abdb,2025-07-30 19:06:41+00:00,Remove lots of redundant ref-counting from transport pipeline (#123390) (#123554),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,da51c8ccbf0171abefb2978810efd6db0f6f743e
elasticsearch_122497_8.19,elasticsearch,122497_8.19,S3,C5,e867dcdb61cafeaa590dccfec0bc595ad3aac495,2025-06-26 13:36:32+00:00,[8.19] ES|QL: Check if cluster aliases and index patterns are valid before executing query (#122497) (#130021),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,c94c021d0e2695f571a1fc841c46ee43f2d5a3ae
elasticsearch_116043_8.18,elasticsearch,116043_8.18,S3,C3,cd93409c3450fa843ed48cfc6c2042835b9e39b7,2025-06-10 16:06:11+00:00,Support partial sort fields in TopN pushdown (#116043) (#129199) (#129203),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,595251d5a10d6c4dc14ddfa7d4d7b6e2d5fab3ab
elasticsearch_122928_8.19,elasticsearch,122928_8.19,S3,C3,c5a3eb86ffd964343865e2f48423f850f8f916ad,2025-06-05 07:51:10+00:00,Query hot indices first (#122928) (#128950),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,734dd070e719f0bac49953fbfb983fe8f19bd1de
elasticsearch_118324_8.19,elasticsearch,118324_8.19,S3,C5,655e3ce1310196a95b154773106699d36d9fc8cb,2025-05-01 21:33:21+00:00,ESQL: Allow the data type of null in filters (#127618),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,deeeadc01f86d08f887cbfcb0dc40caf3b7374f4
elasticsearch_123384_8.x,elasticsearch,123384_8.x,S3,C4,223d50f0524d3d3e9a19f18a3b146212ff830042,2025-02-27 16:23:40+00:00,Fixing serialization of ScriptStats cache_evictions_history (#123384) (#123612),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,88cf2487e7deb38686870e40bf08b2b729b7d848
elasticsearch_123403_8.x,elasticsearch,123403_8.x,S3,C3,d2778383792d414973065084d5cbcf4da32a2399,2025-02-25 21:34:20+00:00,Use ordered maps for PipelineConfiguration xcontent deserialization (#123403) (#123413),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,af6014ecb534a38e42b33c0783731ab0c0264e9b
elasticsearch_123357_8.x,elasticsearch,123357_8.x,S3,C1,f2d8f7d6d293bfdfdaeeedff3f82fbdfbaca67ff,2025-02-25 14:01:19+00:00,[Entitlements] Follows links during FileAccessTree creation  (#123357) (#123363),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,4f6a0e6840042133f937b0ddfd160e97ac2b68a1
elasticsearch_123291_8.x,elasticsearch,123291_8.x,S3,C1,04ba85c4d223d458514c6e7558a7d3b541681810,2025-02-24 20:35:02+00:00,FileAccessTree fixes for ordering and pruning (#123291) (#123303),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,763e7cd44a8b74ecc51489b577e0da7c302f458e
elasticsearch_123197_8.x,elasticsearch,123197_8.x,S3,C3,8421006641a2d8e617636d0a10bbe63e60648420,2025-02-24 17:59:57+00:00,Fix early termination in LuceneSourceOperator (#123197) (#123293),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,4d2b8dc4f2e908821dfb34d4ffc14244fce83c41
elasticsearch_123267_8.16,elasticsearch,123267_8.16,S3,C3,cc3c3870ecd91511f600a96612c30a3abbbb0129,2025-02-24 16:33:42+00:00,Deduplicate allocation stats calls (#123267) (#123280),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,41f09bf1fcba928dd5e94f1a0bab9c747d71b312
elasticsearch_123246_8.x,elasticsearch,123246_8.x,S3,C5,41f09bf1fcba928dd5e94f1a0bab9c747d71b312,2025-02-24 15:28:42+00:00,Deduplicate allocation stats calls (#123267),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,187b192dfe7c6dc60bfa59fcd90c0ce1e6e3a857
elasticsearch_123177_8.x,elasticsearch,123177_8.x,S3,C1,da7df4cf074fa2d2874342eab4a2535ef6caae43,2025-02-22 03:02:38+00:00,Prune extraneous files entitlements paths to prevent incorrect binary search (#123177) (#123206),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,7cbd305a1605bd0fc3c181fb1790952f23fceaef
elasticsearch_122887_8.x,elasticsearch,122887_8.x,S3,C5,a803462ab51824828973ce0a72efb4c37a83a064,2025-02-21 22:44:26+00:00,[8.x] Add read-block to source index during data stream reindex (#122887) (#123179),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,2cc86b3df7ae7ad839569170b97497fa4da6e5bc
elasticsearch_122938_8.x,elasticsearch,122938_8.x,S3,C3,3b1c857199ad1b3aa1c0af674dc146f8fc328fc1,2025-02-21 16:59:02+00:00,Fix geoip databases index access after system feature migration (again) (#122938) (#123162),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,a8958755a7e76a25bd9fef74f385083edf7dd705
elasticsearch_122905_9.0,elasticsearch,122905_9.0,S3,C5,730b538d967f1b51fa22be03bbbaffe28c377446,2025-02-20 22:51:42+00:00,Updating TransportRolloverAction.checkBlock so that non-write-index blocks do not prevent data stream rollover (#122905) (#123045),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,41dae025e7d68ecfbf91c3547219ec7d663ab364
elasticsearch_122951_8.x,elasticsearch,122951_8.x,S3,C3,4b4be70b9197aad510413f22cd6ea9be20b0a59e,2025-02-19 23:33:12+00:00,[8.x] Updates the deprecation info API to not warn about system indices and data streams (#122951) (#122970),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,463dc4a8a5a99504f64d96ed53245f6e208fd227
elasticsearch_122640_8.x,elasticsearch,122640_8.x,S3,C1,bc2bd59f40e54067d02f0f0d299cdcdd1de0f192,2025-02-17 15:02:59+00:00,Fix redact processor arraycopy bug (#122640) (#122766),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,846bf75f8b6484519e5aa6a791aa4f4600a6f447
elasticsearch_122524_8.18,elasticsearch,122524_8.18,S3,C1,fa3bf55b9d0a0ce5bc610f7d2441a399f3e894f0,2025-02-14 22:24:10+00:00,[8.x] [Deprecation] Refine Transform Destination Index message (#122192) (#122524) (#122648),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,fda7fc71e68259f313d6fcfd6b43ca9fec97b983
elasticsearch_122192_8.x,elasticsearch,122192_8.x,S3,C5,ff0932f74fe09a872c88b1c4d3a089e031c438f9,2025-02-14 21:13:56+00:00,[8.x] [Deprecation] Refine Transform Destination Index message (#122192) (#122524),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,fda7fc71e68259f313d6fcfd6b43ca9fec97b983
elasticsearch_122610_8.x,elasticsearch,122610_8.x,S3,C3,55ac92975e6ec0d714cfaa80d2d4a883bed9b78e,2025-02-14 18:49:24+00:00,Canonicalize processor names and types in IngestStats (#122610) (#122632),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,d59a0d9d44fb0cf553cb33a7a5e0da1f0b541c6b
elasticsearch_120483_8.x,elasticsearch,120483_8.x,S3,C3,f146691fc3d4db06881c328ee0b6469c0c1b74eb,2025-01-28 13:49:32+00:00,Fix NPE on disabled API key auth cache (#120483) (#121008),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,5e953dc7c3881690c61ef39bbef0ae88af35647b
elasticsearch_120901_8.x,elasticsearch,120901_8.x,S3,C1,9eccda25ad9ffbcd8ca8d262519b80bdbb675b18,2025-01-28 08:11:08+00:00,[Bug] Data stream stats fails when there is a concrete index in the cluster (#120901) (#120921),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,0fabaf7716a700c671355e4069366257524f0f26
elasticsearch_117504_8.x,elasticsearch,117504_8.x,S3,C1,7637975f6d9adcf512e7c457c6aff3a008af7c57,2025-01-27 21:23:53+00:00,Fix NPE caused by race condition in async search when minimise round trips is true (#117504) (#120954),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,01edab58ff2941aa6b80f42a028d27b878313eee
elasticsearch_120818_8.x,elasticsearch,120818_8.x,S3,C3,30dd0b2e212c0ec5b39ffecfa72982eecc342a7f,2025-01-27 18:58:30+00:00,Removing default model ID from ElasticsearchInternalService configuration (#120818) (#120919),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,1f2824c5fccedc71cec1162e95f50eb308119dee
elasticsearch_120277_8.x,elasticsearch,120277_8.x,S3,C3,90569c6b10cac00a38ad0bc2d3858a9d7af7863d,2025-01-27 12:07:56+00:00,Disallow CCS with lookup join (#120277) (#120882),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,242b841402813e0905797c97965f2c21760861d0
elasticsearch_120844_8.x,elasticsearch,120844_8.x,S3,C3,f766086215af08175f8ca4bdfecce8d09b0e87d8,2025-01-25 13:02:50+00:00,Restore single-element array removal in synthetic source (#120844) (#120862),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,c9cce2cfaa3cd2e1fc01f895881605a20bde4367
elasticsearch_120809_8.x,elasticsearch,120809_8.x,S3,C1,a9cb5cd575bf8c30000b5af404a7087294f1a858,2025-01-24 19:05:00+00:00,"LTR sometines throw NullPointerException: Cannot read field ""approximation"" because ""top"" is null (#120809) (#120825)",filtered\s3_nonewtest\elasticsearch_S3_patches.csv,4783d1f991633dbc3b7397fe13c63b6b7d70dc37
elasticsearch_120773_8.x,elasticsearch,120773_8.x,S3,C3,8d96ccd37609a4d81e1048489fa63ce99124fe96,2025-01-24 18:52:33+00:00,Restore source matching in randomized logsdb tests (#120773) (#120822),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,969cd70aa00f0c104b5b94dabee05ac84be0e0d9
elasticsearch_120629_8.x,elasticsearch,120629_8.x,S3,C3,d49517b6741b61096df31ba3fa4e2fe38b593bc6,2025-01-23 16:07:39+00:00,[8.x] Report Deprecated Indices That Are Flagged To Ignore Migration Reinde… (#120709),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,45ae0718cc6f52c78c9dc96380d623be9917ba07
elasticsearch_120261_8.x,elasticsearch,120261_8.x,S3,C5,ba578203560e42ead61a6deba84bb9ca78268d60,2025-01-21 11:39:00+00:00,[8.x] Move `TransportVersion` negotiation to handshake (#120261) (#120510),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,6f5f4ae5fac004f4d3aab9f28aca63552b19cb18
elasticsearch_120387_8.x,elasticsearch,120387_8.x,S3,C3,88f07a84fc4b8519fcf8a1ed8da4dca30fc51c46,2025-01-21 08:58:31+00:00,[8.x] Node deprecation warning for indexes and component templates with sou… (#120387) (#120493),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,110b2060a15dce0236c47345de094c4dae05e991
elasticsearch_120225_8.x,elasticsearch,120225_8.x,S3,C1,dd5f141df01149645cf939e5a0bffc03a1c09afd,2025-01-17 20:04:17+00:00,Add `PolicyValdidationException` for entitlements (#120225) (#120414),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,45e80f55be1b5db352cccdd047a44ae106462942
elasticsearch_120281_8.x,elasticsearch,120281_8.x,S3,C1,9e8bc7ee931f15bba6afb7864469add893b856e4,2025-01-17 14:59:31+00:00,ESQL: Lookup join drop unused columns on lookup index (#120281) (#120382),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,f99f52e60deaec8f4211ff36e8bee7c9ca8ac160
elasticsearch_120020_8.x,elasticsearch,120020_8.x,S3,C5,7325c6c1dae40e20f63bf2f7a05bfed3e241435c,2025-01-15 17:37:38+00:00,[8.x] Resume Driver on cancelled or early finished (#120020) (#120208),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,1f182e7a2a86ed74bc3f48360cc7bc0acb07cffe
elasticsearch_120047_8.x,elasticsearch,120047_8.x,S3,C1,b74832610d396d75059148a70f26d0a1188b1418,2025-01-13 17:54:08+00:00,Improve error handling when parsing retrievers (#120047) (#120067),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,3e12016a9795f1307e848d4d295bd64725d35376
elasticsearch_119960_8.x,elasticsearch,119960_8.x,S3,C3,1f572ad4d393cb5dae04467c33f293553ae1dacd,2025-01-13 16:21:55+00:00,Add index name validation rule for empty index names (#119960) (#120060),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,d6133235a339eb99a146a6ff3ad6958fe0d63cf6
elasticsearch_119749_8.x,elasticsearch,119749_8.x,S3,C3,1c5c3b0a19bf370e06a2d2a13c92fa76203fbaaa,2025-01-10 08:47:19+00:00,Strengthen encryption for elasticsearch-keystore tool to AES 256 (#119749) (#119827),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,16d8aaf3865588a323b04d281985bd8daf569daf
elasticsearch_119690_8.x,elasticsearch,119690_8.x,S3,C3,b78cfd8ef7ccc8d79bbdb456b22f867b3e116d4b,2025-01-08 10:07:42+00:00,Semantic text with legacy format cannot store term vectors (#119690) (#119695),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,393ea618d7c01c7c5ef2bb23f4a41185833be5d3
elasticsearch_119637_8.x,elasticsearch,119637_8.x,S3,C1,3f87b3cd9842f3ffab51b5c886e8dcefbc656248,2025-01-07 16:02:36+00:00,Fix spike detection for short spikes at the tail of the data. (#119637) (#119641),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,3310ca9314ff40cabd523150cb000ebc643ee883
elasticsearch_119604_8.x,elasticsearch,119604_8.x,S3,C3,7f18135a9870314ccfdf885c7d280c45e275f642,2025-01-07 15:34:50+00:00,Add support for highlighting the new format of the semantic text field (#119604) (#119657),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,45383c871c8b83b332c1df873d2f7c7da546655c
elasticsearch_118982_8.x,elasticsearch,118982_8.x,S3,C3,a04d2466697536ff423c8aa7c9b81d26dda6aa07,2025-01-07 12:28:56+00:00,Add semantic_text to mapping_all_types and switch to TranslationAware in PushFiltersToSource (#118982) (#119635),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,355aed7fc80c1e9a2ce58ffd45615ed110312f0f
elasticsearch_119476_8.x,elasticsearch,119476_8.x,S3,C3,320fc753903506f7cf8c31bf898c17b711b06e53,2025-01-03 22:52:44+00:00,Fix TopN row size estimate (#119476) (#119544),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,ce2c5d97db593683f8ddceccd180332e63deffed
elasticsearch_118705_8.x,elasticsearch,118705_8.x,S3,C1,d4fa752273e4f642628b94674aba5bf0158b0c66,2025-01-03 19:14:56+00:00,Convert a few entitlements to records (#118705) (#119535),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,4eefc6d73bb22e94571e42fe948da7ace4e19837
elasticsearch_119168_8.x,elasticsearch,119168_8.x,S3,C1,b5f8da18337a5f3e795d9f6594c22aa6309da0f2,2024-12-30 18:48:32+00:00,Grant all entitlements to system modules (#119168) (#119364),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,7c46556e2137a92e7d92ddf40af0ae5388c1e888
elasticsearch_119265_8.x,elasticsearch,119265_8.x,S3,C3,0e0b4fbec2ebfd153fa18c9e665e4e51713a41b7,2024-12-26 13:11:51+00:00,[8.x] ESQL: Fix AbstractShapeGeometryFieldMapperTests (#119265) (#119284),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,eed650ec63b27609c3512be487f9d2f50a988739
elasticsearch_119134_8.x,elasticsearch,119134_8.x,S3,C1,027f96a427b87c597d1508e290f084b93b67b745,2024-12-23 21:57:43+00:00,Handle `index.mapping.ignore_malformed` in downsampling (#119134) (#119237),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,c16bcb64a16521011677f95286202b86d9f4711b
elasticsearch_118998_8.x,elasticsearch,118998_8.x,S3,C5,1a697b551d26d2449dc749763db422b97803ee28,2024-12-23 17:57:53+00:00,[Inference API] Make message content optional in unified API (#118998) (#119226),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,79a822625adbb480d30709cdd210067fcbc1174d
elasticsearch_118681_8.x,elasticsearch,118681_8.x,S3,C3,e777dbaa7c08c6b18ae97aade9fcaf42ec0d675c,2024-12-23 08:13:20+00:00,ConnectTransportException returns retryable BAD_GATEWAY (#118681) (#119146),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,517abe4ffdceb3c7ca771207fe20b0c813181810
elasticsearch_118808_8.x,elasticsearch,118808_8.x,S3,C3,7b2d90b11e479bae7d7ad4a696daeaae8012ca5b,2024-12-19 22:28:35+00:00,[8.x] ESQL: Prune lookup join cols (#118808) (#119126),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,9676faf51b43200f573bde0eeb8c2c02de5d0095
elasticsearch_119083_8.x,elasticsearch,119083_8.x,S3,C3,fb45fd724afa1bb9e102bd64478cf7249382c49d,2024-12-19 19:45:12+00:00,[8.x] Remove min_read_only_index_version from XContent node (#119083) (#119114),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,77eb19172418d3b336180ae594266fb25c724b49
elasticsearch_118603_8.x,elasticsearch,118603_8.x,S3,C3,4fb5514d87de3487d8e83abd9a238dbb29d47b98,2024-12-19 18:13:49+00:00,ESQL: allow DATE_PARSE to read the timezones (#118603) (#119118),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,4007ff3b44269d2f48e5aa938cf621fbd0123df9
elasticsearch_114978_8.x,elasticsearch,114978_8.x,S3,C1,075a40aecbd42a4915cc17ccd9871e4f62f5920b,2024-10-21 10:53:53+00:00,SyntheticSourceIndexSettingsProvider restores stored source (#114978) (#115187),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,5645240976cd88ff9f1a30240c0923e9788f3f4c
elasticsearch_115031_8.x,elasticsearch,115031_8.x,S3,C3,b80f6770f58b12d4d9f713664cf2c2ed76706af6,2024-10-21 08:44:14+00:00,Bool query early termination should also consider must_not clauses (#115031) (#115072),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,5e381a3a89fb734ade6a1a299881ef1be4df7019
elasticsearch_115147_8.x,elasticsearch,115147_8.x,S3,C1,b74418188547df160fe58346a0d33ca56c10ae29,2024-10-19 01:30:16+00:00,Fix IPinfo geolocation schema (#115147) (#115162),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,ac25dbe70692df19bd424e7ef1e4bc2c16c41329
elasticsearch_114982_8.x,elasticsearch,114982_8.x,S3,C1,bb2486bfcd230681ed764333607df12001b58346,2024-10-17 13:10:05+00:00,Fix ml autoscaling for zero allocations (#114982) (#114993),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,12062cb76629dcc506168a519e50eda7eed09a9e
elasticsearch_114271_8.x,elasticsearch,114271_8.x,S3,C1,c77b415a0fab6bd934aba8eb1c07882dbc961301,2024-10-16 22:13:30+00:00,[ES|QL] Skip validating remote cluster index names in parser (#114271) (#114959),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,64ae0aea45036be62aec076717816a27aa006437
elasticsearch_114924_8.x,elasticsearch,114924_8.x,S3,C1,59ed4058ecb837e9ae2baf144ab8e2313127360b,2024-10-16 19:53:48+00:00,Reducing error-level stack trace logging for normal events in GeoIpDownloader (#114924) (#114943),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,33ea3116c9295012ceddbdddb5310918973a4753
elasticsearch_114911_8.x,elasticsearch,114911_8.x,S3,C1,4be91221508c078764536ab9ab1f3dc633a233c1,2024-10-16 19:01:35+00:00,Enhance empty queue conditional in slicing logic (#114911) (#114940),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,8b8796908ac0c7a73566adb4647476b66656119c
elasticsearch_114829_8.x,elasticsearch,114829_8.x,S3,C3,07f5b56e2bb76a09ae3913bf69f3b3a0e4e6db37,2024-10-15 18:16:52+00:00,Set min number of allocations for ElasticSearchInternalService to 0 (#114829) (#114846),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,38d9710e61744f94a78b053d6aaa006d6b60cbf1
elasticsearch_114407_8.x,elasticsearch,114407_8.x,S3,C3,a5e0226836e3c53b93c282d2c7d2f330476c564b,2024-10-14 20:10:06+00:00,Fix Synthetic Source Handling for `bit` Type in `dense_vector` Field (#114407) (#114756),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,465c65c02fdca9f3c3faa01a8cb15f9f58dde58e
elasticsearch_114715_8.x,elasticsearch,114715_8.x,S3,C1,3038a43e40f4e96f5533570a4e6f8d368fe252f5,2024-10-14 19:03:34+00:00,[ML] Ignore unrecognized openai sse fields (#114715) (#114744),filtered\s3_nonewtest\elasticsearch_S3_patches.csv,7c2e0752df1833808ed496a865f3f13b75ef150d
